,x,y,z
197,81.27451323248144,-5.461212311258284,-288.9856865727495
198,84.68305092760666,-17.000381607591198,-287.57452903348155
199,87.50040828513127,-28.42993042073054,-285.85255406271085
200,78.47595117720687,-36.009665785020196,-287.4771984908702
201,68.9268031254138,-43.33024269637995,-288.83485250907114
202,59.270775473892996,-50.60945295785534,-289.76613799390043
203,49.550845598742995,-57.81016894237952,-290.2532378893023
204,39.67349015331788,-64.99609113943623,-290.28327247875046
205,29.825529638602582,-72.02797265457613,-289.8443227755792
206,19.916848556957227,-78.96789124303788,-288.92790914597487
207,9.99880208493709,-85.7785445936101,-287.53092073439643
208,0.0,-91.98810387569405,-285.80498780965536
209,-10.00310357983891,-85.8154466113839,-287.6546168311037
210,-19.93486014858533,-79.03930502141422,-289.1891980489163
211,-29.866334072273947,-72.12651442963528,-290.2408600236021
212,-39.74338075804663,-65.11059117704788,-290.7946485482058
213,-49.65147967969152,-57.92757709456537,-290.84272062131976
214,-59.39629245035978,-50.716627960461906,-290.37977210333554
215,-69.06302990245284,-43.41588048956335,-289.40570505510124
216,-78.59882890751852,-36.06604975914946,-287.9273306031545
217,-87.5779862232978,-28.455136421793657,-286.1059911860161
218,-84.76347252043561,-17.016526488445233,-287.84763210934585
219,-81.34752764336055,-5.466118488899135,-289.2453020268249
220,-77.80054064871291,6.114158432330607,-290.14487292964867
221,-74.1430266202268,17.662719926791222,-290.54764309283405
222,-70.34369777040521,29.28209275256153,-290.4605067555807
223,-66.47861837906204,40.74873454521262,-289.8959272451264
224,-62.5163547160948,52.16981164035981,-288.86637908335206
225,-58.48015448435565,63.4890117761036,-287.39111599838014
226,-54.037417020441886,74.37644016024952,-285.63673557657177
227,-48.13256657145583,83.25608836559516,-284.27540072692506
228,-36.371072325259945,84.0488245058292,-285.79567466283396
229,-24.31049464660675,84.34296062773724,-287.0034493070755
230,-12.209410802722566,84.50286351276273,-287.7551715078116
231,0.0,84.58626306178584,-288.03930052056637
232,12.21433894222602,84.53697178437066,-287.8713194244428
233,24.331372652427735,84.41539489320748,-287.2499296758373
234,36.42278071077359,84.16808467758003,-286.2012013486185
235,48.233270319012156,83.43027812322732,-284.8701663966256
236,59.995300424647915,82.57693711325332,-283.14740710373195
237,64.45812059149404,71.67309462453126,-284.9445106839538
238,68.8243590337836,60.67732998281059,-286.33279897798815
239,72.80783593482928,49.25588211366946,-287.4224649883712
240,76.67781971772636,37.76679631003584,-288.0729507735196
241,80.50812061620934,26.15909348532237,-288.2631890231813
242,84.21015661811495,14.513388921926593,-287.9983176227515
243,87.80734020304162,2.946024834558685,-287.26802162742746
244,91.2670798977129,-8.627489656445562,-286.08793702930313
245,94.16150379308264,-20.07187852767319,-284.59931466524944
246,96.91571640456357,-31.489525386593588,-282.6845103153101
247,87.93407919119491,-39.088788394022345,-284.46235466780234
248,78.84353699255516,-46.62771556392645,-285.85538560505967
249,69.2362015807447,-53.939700200859235,-286.97670744934527
250,59.529355018597975,-61.16913576003995,-287.67144224921793
251,49.695808211291,-68.40017292302979,-287.9099287553193
252,39.78247828317558,-75.52217609196356,-287.6903322182278
253,29.9063203010396,-82.5194170071378,-286.9922980968746
254,19.9794750673552,-89.38393930001767,-285.82528105266954
255,9.998358477430395,-95.66597099674837,-284.3355010693247
256,0.0,-101.7965407688073,-282.38967159498367
257,-10.00190946265812,-95.6999474190353,-284.4364847624273
258,-19.994818177717,-89.45258112572277,-286.0447787530145
259,-29.941971259347564,-82.61778739392246,-287.33441810198275
260,-39.8448357109231,-75.64055405236786,-288.1412751931039
261,-49.78716756388619,-68.5259178447962,-288.4392141345807
262,-59.64526534822642,-61.28823892665107,-288.2315708057154
263,-69.36381011211388,-54.039115907786744,-287.5056312686577
264,-78.9606334015671,-46.69696585711765,-286.2799307285773
265,-88.01088729028568,-39.12293141979712,-284.71082503248783
266,-96.9121702923416,-31.48837319585529,-282.6741669877862
267,-94.17421474379287,-20.074588049594034,-284.6377329966817
268,-91.28065281064296,-8.628772705777733,-286.1304830016734
269,-87.8120242166345,2.946181987939463,-287.2833457144
270,-84.19541271405005,14.510847850605566,-287.9478935440369
271,-80.46605545685591,26.145425467393512,-288.112572701633
272,-76.60445182971385,37.730659783300126,-287.7973129936559
273,-72.70201802523141,49.18429429054925,-287.0047291220867
274,-68.68787894608533,60.55700561751886,-285.7649952808085
275,-64.29893936994583,71.49609581274805,-284.24083184771246
276,-59.81918179765834,82.33452917992433,-282.31621645676785
277,-53.90745565069252,91.21522688691199,-280.85224715988596
278,-42.17189780676827,92.07040709111824,-282.58511115071883
279,-30.390330863010547,92.77165134856494,-283.88862832898457
280,-18.29923589940246,93.00486624787106,-284.88303539571143
281,-6.111534423465922,93.18997882767614,-285.4026696976185
282,6.113200483803275,93.21538327062053,-285.48047308302233
283,18.314644050909568,93.08317733571775,-285.1229099454091
284,30.43552307234478,92.90960825028232,-284.3107874155994
285,42.26549189201951,92.27474329552354,-283.2122656388796
286,54.074779538537136,91.49835073701993,-281.7239872436546
287,65.81395532075078,90.58534988284804,-279.86163028812337
288,70.33254444823584,79.72825840570816,-281.8142665695201
289,74.74085645965877,68.75117040047206,-283.3754915822165
290,79.01862851099725,57.70205257227727,-284.5321475981234
291,82.94425523037606,46.22604406382799,-285.3887766987311
292,86.85521337600173,34.6558411336577,-285.7828645328283
293,90.62276458605207,23.01175636730093,-285.73669758355203
294,94.22744032436722,11.35141354069451,-285.2480226424689
295,97.76004525720788,-0.23517885049136006,-284.28949850760546
296,100.75207052690664,-11.674660571720564,-283.02369702070916
297,103.58834087151561,-23.121597627058243,-281.3389633945841
298,106.25482644476772,-34.524020385943814,-279.2457797505947
299,97.33411291079321,-42.154644107580616,-281.16167279195633
300,88.27486609503167,-49.72029407254319,-282.71156755192527
301,79.11278477733481,-57.18837563899015,-283.8766091669732
302,69.44190299742336,-64.45836801351427,-284.7643220725491
303,59.67608969088531,-71.74620135582629,-285.1945467065822
304,49.79284678811473,-78.92362895693202,-285.1844780159233
305,39.839735312218046,-85.9497982921338,-284.72453948997753
306,29.93164430225666,-92.87970137472608,-283.7760228070703
307,19.994548784914894,-99.247464005224,-282.5090161889285
308,10.000886615844621,-105.4596810485653,-280.7968908131296
309,0.0,-111.4828369297328,-278.64554982605824
310,-10.003564774983957,-105.48792232551212,-280.87208602214605
311,-20.00673066006868,-99.30793149708127,-282.6811375807165
312,-29.96071417289638,-92.96990694033931,-284.05162852356057
313,-39.89202984807332,-86.06261793747827,-285.0982753474713
314,-49.87096069208304,-79.04744258019012,-285.63186904427283
315,-59.776597485643784,-71.867037900545,-285.6748776919918
316,-69.55355799677126,-64.562010032639,-285.2221920159534
317,-79.21493197889943,-57.26221493753072,-284.2431390685267
318,-88.33991123381972,-49.75693036066907,-282.9198829418189
319,-97.32397102304323,-42.15025173520577,-281.132376689698
320,-106.12190695694672,-34.480832558522096,-278.8964572090919
321,-103.48838398116825,-23.099286593024694,-281.06748720645453
322,-100.66696907874034,-11.664799429251653,-282.78463765095245
323,-97.67407190626611,-0.2349720265911237,-284.03948511246074
324,-94.13156158258451,11.339863197779637,-284.9577757524672
325,-90.50506602308045,22.981869278022025,-285.3655899612293
326,-86.70879872654398,34.59742065854722,-285.3011110916104
327,-82.76580255940685,46.12658978566709,-284.77476926295304
328,-78.80679344358033,57.547363501774846,-283.7693668740776
329,-74.502925718844,68.53230728222432,-282.4733913945193
330,-70.0733606315066,79.43445026216837,-280.7757473777113
331,-65.54020953328597,90.20857024978082,-278.69757713266364
332,-59.609904869160935,99.07327172824786,-277.1427528212885
333,-47.93178878296589,100.00080419113347,-279.07465965439167
334,-36.1803463405125,100.7779460042228,-280.5857605158224
335,-24.37200689402866,101.40354671445377,-281.6761075906314
336,-12.198555375742746,101.675963135454,-282.4316196945154
337,0.0,101.7898858733161,-282.7478378502372
338,12.207129643585604,101.74743036368314,-282.63013864040374
339,24.407448318582773,101.55100630471345,-282.0857169658164
340,36.26231745473742,101.00627108562246,-281.2214627616955
341,48.08527034473865,100.32101505735596,-279.9682798530641
342,59.86641230512862,99.49959401411162,-278.33532605352644
343,71.59730798316744,98.54535703336187,-276.33263336131046
344,76.15888585409644,87.71745504911532,-278.44122861575266
345,80.60775774001048,76.78687939213088,-280.16292175715324
346,84.93767437468675,65.76331786542438,-281.4900485666952
347,89.14235558731016,54.658462022309145,-282.4157880713863
348,93.12023444827146,43.109725732583975,-283.0116716090049
349,96.9532714154709,31.50215883565205,-283.174381545071
350,100.63534390151304,19.85147022908766,-282.9007307696186
351,104.16109655935803,8.171862565262124,-282.18939979943474
352,107.23845071406049,-3.2736551259892246,-281.1439664768732
353,110.15886704285643,-14.715286483016403,-279.68592021992
354,112.91935734773085,-26.140438107320342,-277.8184638054773
355,115.51741103375342,-37.53391619867846,-275.54654018556624
356,106.6351624020715,-45.187759635697745,-277.6008766563602
357,97.6331598166104,-52.76986799420972,-279.29362547491644
358,88.51446769433346,-60.27017293352139,-280.61254605554285
359,79.28394332238442,-67.6792577614984,-281.54537248736915
360,69.56600181680425,-75.0156546838059,-282.16371027858287
361,59.74636098961766,-82.23329934579456,-282.3517764483306
362,49.83557019033795,-89.32154791834155,-282.09856505082615
363,39.84629533360552,-96.26623782569203,-281.39570054415276
364,29.939653787190768,-102.70929046870216,-280.3479266035046
365,19.986268111808048,-108.99348691601358,-278.8640796606133
366,10.001074616905642,-115.10655707325728,-276.94290004629124
367,0.0,-121.03840837327186,-274.5851112428812
368,-10.002767608747114,-115.12604242553087,-276.9897812153947
369,-19.99478719132222,-109.03994502296833,-278.982944535986
370,-29.96123441262481,-102.78332374717479,-280.55000254059604
371,-39.88619029001939,-96.36262162574243,-281.67743989066594
372,-49.896735962214365,-89.43117687217423,-282.4447992046778
373,-59.826039650217666,-82.34296693123514,-282.72832509485556
374,-69.65425882862868,-75.11082556253315,-282.5216858020298
375,-79.36211007662119,-67.74598335165807,-281.8229506074209
376,-88.55683927169392,-60.29902406217303,-280.74687433557693
377,-97.60383392779093,-52.7540176080835,-279.2097345732592
378,-106.48842951382869,-45.1255800475093,-277.21889028814013
379,-115.19786218194159,-37.43008838849853,-274.784312398871
380,-112.65315642730653,-26.078813520996892,-277.16352268189166
381,-109.92493775613063,-14.684037646101634,-279.0919895670308
382,-107.01801645621978,-3.266925956243496,-280.56606031370075
383,-103.9381327260531,8.15437014378254,-281.58535440844327
384,-100.40014356376135,19.80507427790655,-282.2395480792475
385,-96.69559298464274,31.41843368911538,-282.42177228060814
386,-92.83357412829226,42.977017220347754,-282.140451547952
387,-88.8238388505748,54.46316053129943,-281.4066812935097
388,-84.59205478536869,65.49572058212021,-280.3446384092005
389,-80.23821374579862,76.4348521070505,-278.87852273603005
390,-75.77092494937288,87.27061364854522,-277.02282142984586
391,-71.19823490428784,97.99607941178091,-274.79239507726305
392,-65.3002779658914,106.94047681523428,-273.1047703371598
393,-53.65060240953988,107.9397631465543,-275.23734377925285
394,-41.899741256355995,108.79160163962788,-276.95654147341264
395,-30.10483592434556,109.4928671615171,-278.2549864581565
396,-18.320715807300715,109.94210652575713,-279.1699961690247
397,-6.119189418096911,110.14400817701535,-279.72321980679084
398,6.121801775995572,110.19103002093809,-279.8426371205514
399,18.34458964495866,110.08537276221729,-279.5337843112354
400,30.171466914119083,109.73520756591083,-278.87084781690027
401,42.03488255241249,109.14249254264534,-277.84982302703946
402,53.88556934083238,108.41249362434806,-276.4427668526275
403,65.67308501595903,107.55101271088755,-274.663957938811
404,77.347411653454,106.45973161309472,-272.5681875726668
405,82.02915286195206,95.73711051278076,-274.78574615001935
406,86.52543748277941,84.81898318319641,-276.66951084573424
407,90.91386204583159,73.78861425183972,-278.1663478319983
408,95.17455003666326,62.69343083206701,-279.2641469605129
409,99.19061182972634,51.549174588397584,-279.9926877964297
410,103.09608658592973,39.94714016821797,-280.36034227156523
411,106.86211542954464,28.274938347350115,-280.2960135126066
412,110.46987137211894,16.58707379705506,-279.7978292950976
413,113.71467935266547,5.217088577163682,-278.93752780419004
414,116.7259422226444,-6.247623211473406,-277.69877768242947
415,119.58688390474208,-17.721457613903915,-276.0485447102229
416,122.28331235106343,-29.152395935115624,-273.99699701156356
417,124.70447164644641,-40.51810792950491,-271.5964174397899
418,115.95538316221969,-48.24502208809278,-273.73829113720785
419,106.98039521083842,-55.85818150847406,-275.57453982579335
420,97.87473356721343,-63.40599273327724,-277.0457439960736
421,88.67488295473805,-70.85486532521455,-278.1341967538062
422,79.35750217390236,-78.0904465942738,-278.86707816998626
423,69.57283217678128,-85.36584899281209,-279.2474214193928
424,59.67714399451092,-92.52886092628708,-279.19408628510104
425,49.71598295717848,-99.54364995969193,-278.69754550502853
426,39.941311831613945,-106.1131980962943,-277.82760524038457
427,30.005329445963504,-112.4809038870579,-276.5634188241622
428,20.013620142529337,-118.69726899265126,-274.86174098431167
429,10.015086800276935,-124.72735141479707,-272.7292439363367
430,0.0,-130.45793533284328,-270.2206527490262
431,-10.015680892064754,-124.73475020191393,-272.7454221490024
432,-20.01802294696656,-118.72338125314614,-274.92220793053184
433,-30.018358730778367,-112.5297467346466,-276.68351160833646
434,-39.96731003766035,-106.18226825603217,-278.0084460539479
435,-49.756912602871274,-99.62560119713054,-278.9269886561937
436,-59.73126614870813,-92.61277682680681,-279.4472918572421
437,-69.63124678441649,-85.43752370287265,-279.4818826026592
438,-79.40302655795043,-78.13524411667379,-279.0270536180183
439,-88.68336418150916,-70.86164217296034,-278.16079864057355
440,-97.81270790838455,-63.36581077487344,-276.87017320092764
441,-106.80386051068304,-55.7660066076019,-275.1197979203935
442,-115.61090012519225,-48.10169461784406,-272.92506284792927
443,-124.13235236062295,-40.33221891794429,-270.35038715453754
444,-121.78511281884944,-29.03362494552961,-272.8806944424337
445,-119.14225984318335,-17.655569230464547,-275.0221961582011
446,-116.31308952342926,-6.224526298371835,-276.71657366032565
447,-113.31424314570646,5.198717060195941,-277.95527391886685
448,-110.06813980278774,16.526753719695165,-278.7803245251359
449,-106.44807327095879,28.165385804242007,-279.209993775759
450,-102.65975815216173,39.77807387598212,-279.1737871550231
451,-98.72602212310504,51.3077281908322,-278.6812560159428
452,-94.68265799447272,62.36941144125257,-277.8208219171469
453,-90.39770918902504,73.36968799363406,-276.58709080925127
454,-85.98875884415106,84.29288891833173,-274.9534534555568
455,-81.47814295099023,95.09402089282372,-272.9399429905681
456,-76.79225288076888,105.69562001996847,-270.611837421432
457,-70.87311740602216,114.6275651108148,-268.8387455069993
458,-59.32316690876955,115.78094072796848,-271.11739976920944
459,-47.60492352091827,116.71707946265535,-273.0321332248812
460,-35.814198561757536,117.48037508038801,-274.5425826674709
461,-24.047462024750534,118.01867676685613,-275.66111383116674
462,-12.239883868978149,118.38692795425449,-276.3815823822594
463,0.0,118.53691691459862,-276.73145319447565
464,12.252352575550056,118.50752810719813,-276.6631308748344
465,24.096604506570237,118.25985526092887,-276.2244444338268
466,35.92690200908057,117.85007323910938,-275.4065387727636
467,47.81301945337188,117.22728613221066,-274.22564163012555
468,59.66413607631535,116.44640976872951,-272.67568937044825
469,71.38994674066099,115.4634658073807,-270.79920322426784
470,83.06636824854955,114.33186974599228,-268.5751788459622
471,87.79540385102004,103.62906547336303,-270.93640845104443
472,92.39648389334266,92.81590998327599,-272.9335164013004
473,96.84212015144928,81.80671878183588,-274.5890766321497
474,101.14633114978105,70.70292659043211,-275.8623370347309
475,105.22866016914259,59.57743031321456,-276.7603233659
476,109.15986248799904,48.38029518733049,-277.2711880230986
477,113.01012185485523,36.71964238874732,-277.40805262166157
478,116.68704610605484,25.010006111883794,-277.1244273615403
479,120.02330790085955,13.63902367448822,-276.46823248298864
480,123.18852903449066,2.249851854088282,-275.41822615340476
481,126.1521884516953,-9.239000540619083,-273.98272678557515
482,128.93583526645577,-20.72036463814425,-272.15244328225447
483,131.46762061961286,-32.11710722013002,-269.9680714223541
484,133.81795645974879,-43.47968076544831,-267.4036578348554
485,125.09905458697438,-51.234357114789994,-269.6695949974062
486,116.25309459220665,-58.90262957866679,-271.5979120458069
487,107.18662939663973,-66.48677184559644,-273.20882285009947
488,97.99606667877583,-73.96764263684265,-274.45576596387684
489,88.72132856998172,-81.24972292052809,-275.34202658945725
490,79.33464428789844,-88.41077314381131,-275.8486307617392
491,69.48560735828701,-95.63812086184753,-275.9842916299029
492,59.534880897720704,-102.71429430970544,-275.69424696882504
493,49.798861659095316,-109.35909508447885,-275.02306775453275
494,39.990705846312714,-115.83959874553072,-273.9416597886164
495,30.02735631931056,-122.14771799521529,-272.4555227800238
496,20.01836936480115,-128.2676055564541,-270.5486190883219
497,10.016881371278158,-134.10483903764438,-268.2622223744789
498,0.0,-139.73652675045264,-265.56513192585203
499,-10.016291113852692,-134.09693674010296,-268.2464146831567
500,-20.018233444320682,-128.26673464662832,-270.54678212060367
501,-30.030783805367765,-122.16166060128077,-272.48662233789383
502,-40.000904465672775,-115.86914070908017,-274.0115216891736
503,-49.817229823856614,-109.39943186748422,-275.12450921028835
504,-59.55912276211524,-102.75611829518235,-275.8065062435325
